TAZ,PUMA,REGION
1620,2503602,1
1716,2504000,1
2523,2504901,1
208462,4400101,1
2520,2504901,1
1636,2503602,1
2529,2504901,1
208484,4400101,1
4139,2504200,1
1645,2503601,1
208030,4400104,1
208084,4400104,1
208442,4400102,1
208338,4400104,1
1651,2503601,1
1626,2503602,1
208440,4400102,1
208443,4400102,1
208488,4400101,1
1634,2503602,1
1661,2503601,1
208476,4400101,1
1714,2504000,1
4217,2504302,1
2528,2504901,1
2531,2504901,1
1643,2502400,1
4218,2504302,1
1644,2503601,1
1631,2503602,1
1646,2503601,1
1648,2503601,1
4209,2504302,1
1649,2503601,1
1625,2503602,1
1057,2503602,1
1659,2503601,1
1640,2502400,1
208232,4400103,1
1713,2504000,1
2532,2504901,1
208325,4400104,1
208328,4400102,1
208231,4400103,1
1541,2503500,1
432,2503305,1
1608,2503500,1
1624,2503602,1
1609,2503500,1
1635,2503602,1
1647,2503601,1
1619,2503602,1
1766,2504000,1
208326,4400104,1
208329,4400102,1
1639,2502400,1
1765,2504000,1
208094,4400104,1
1540,2503500,1
208391,4400104,1
208463,4400101,1
1539,2503500,1
1637,2503602,1
430,2503305,1
1538,2503500,1
208252,4400103,1
1496,2503500,1
1633,2503602,1
1781,2504000,1
1763,2504000,1
208253,4400103,1
1782,2504000,1
208259,4400103,1
1495,2503500,1
208070,4400104,1
208071,4400104,1
1591,2503500,1
1052,2503602,1
1062,2503602,1
208258,4400103,1
1494,2503500,1
1054,2503602,1
1065,2503602,1
208257,4400103,1
1746,2504000,1
208102,4400104,1
208103,4400104,1
1498,2503500,1
1056,2503602,1
1534,2500504,1
208224,4400103,1
1059,2503602,1
1748,2504000,1
1537,2500504,1
1500,2503500,1
436,2503305,1
1060,2503602,1
1497,2503500,1
1747,2504000,1
1479,2503500,1
426,2503305,1
434,2503305,1
422,2503305,1
1480,2503500,1
1742,2504000,1
413,2503305,1
1053,2503602,1
428,2503305,1
208147,4400103,1
416,2503305,1
1734,2504000,1
412,2503305,1
1482,2503500,1
437,2503305,1
431,2503305,1
427,2503305,1
1493,2503500,1
438,2503305,1
208006,4400102,1
440,2503305,1
208007,4400102,1
1492,2503500,1
435,2503305,1
433,2503305,1
429,2503305,1
425,2503305,1
1717,2504000,1
1502,2503500,1
439,2503305,1
306,2503305,1
310,2503305,1
105,2503302,1
423,2503305,1
371,2503304,1
1504,2503500,1
1501,2503500,1
441,2503305,1
307,2503305,1
339,2503304,1
348,2503305,1
311,2503305,1
349,2503305,1
370,2503304,1
208251,4400103,1
208060,4400103,1
208352,4400103,1
208351,4400103,1
208368,4400103,1
3045,2500304,1
3046,2500303,1
3005,2500303,1
3042,2500304,1
4216,2504302,1
3006,2500304,1
207120,3301000,1
1982,2500703,1
2403,2500304,1
3043,2500304,1
2414,2500304,1
2799,2500304,1
208148,4400103,1
2402,2500304,1
208152,4400103,1
2404,2500304,1
2415,2500304,1
2413,2500304,1
2411,2500304,1
3039,2500304,1
2401,2500304,1
2412,2500304,1
3029,2500304,1
3040,2500304,1
3041,2500304,1
3038,2500304,1
2392,2503601,1
3032,2500304,1
3031,2500304,1
3027,2500304,1
3037,2500304,1
3036,2500304,1
3024,2500304,1
2840,2500304,1
3033,2500304,1
207377,3300900,1
2785,2500304,1
207269,3300900,1
3044,2500304,1
207203,3300900,1
207309,3300900,1
207204,3300900,1
4162,2504302,1
207267,3300900,1
207067,3301000,1
207206,3300900,1
4163,2504302,1
207026,3301000,1
207107,3301000,1
4164,2504302,1
207030,3301000,1
207268,3300900,1
207323,3300900,1
207266,3300900,1
207295,3300900,1
207320,3300900,1
207027,3301000,1
207321,3300900,1
4156,2504302,1
207019,3301000,1
207315,3300600,1
2162,2500501,1
207121,3301000,1
207316,3300900,1
207344,3300900,1
4174,2504302,1
207424,3300900,1
207365,3300900,1
207004,3301000,1
207002,3301000,1
207003,3301000,1
207089,3301000,1
207373,3300900,1
4175,2504302,1
2165,2500501,1
2168,2500501,1
2169,2500501,1
207376,3300900,1
4180,2504302,1
207425,3300900,1
207322,3300900,1
207314,3300900,1
207375,3300900,1
207044,3300700,1
207041,3300700,1
4161,2504302,1
207043,3300700,1
207005,3300700,1
207368,3300900,1
207001,3301000,1
207006,3300700,1
207029,3300700,1
4187,2504302,1
207100,3300700,1
207366,3300900,1
207088,3301000,1
2170,2500501,1
2171,2500501,1
2173,2500501,1
207294,3300900,1
207367,3300900,1
3365,2500301,1
207313,3300900,1
207326,3300600,1
4189,2504302,1
207324,3300900,1
207327,3300600,1
4191,2504302,1
207037,3300700,1
207310,3300800,1
4185,2504302,1
207031,3300700,1
207285,3300900,1
207032,3300700,1
207362,3300900,1
207390,3300900,1
3152,2500300,1
207013,3300700,1
207382,3300900,1
207381,3300900,1
207010,3300700,1
207383,3300900,1
2023,2500701,1
207097,3300700,1
3346,2500301,1
207092,3300700,1
207356,3300900,1
3329,2500301,1
3299,2500400,1
2148,2500501,1
207355,3300900,1
2092,2500502,1
2176,2500501,1
2172,2500501,1
2174,2500501,1
207349,3300600,1
207325,3300600,1
208154,4400103,1
207033,3300700,1
208395,4400103,1
207036,3300700,1
207028,3300700,1
207214,3300800,1
207035,3300700,1
207017,3300700,1
208401,4400102,1
207011,3300700,1
207008,3300700,1
207065,3300700,1
207374,3300900,1
208406,4400102,1
2147,2500501,1
2177,2500501,1
2175,2500501,1
2210,2500400,1
2208,2500400,1
207385,3300900,1
207363,3300900,1
2229,2500501,1
207292,3300900,1
207361,3300900,1
207384,3300900,1
207251,3300900,1
207372,3300900,1
208407,4400102,1
207260,3300900,1
207286,3300900,1
207340,3300800,1
207287,3300600,1
207288,3300900,1
208408,4400102,1
207352,3300900,1
207378,3300900,1
207379,3300900,1
207353,3300600,1
207319,3300600,1
207341,3300600,1
207348,3300600,1
207253,3300900,1
207395,3300600,1
207328,3300700,1
207312,3300800,1
208417,4400102,1
207034,3300700,1
207311,3300800,1
207386,3300900,1
208419,4400102,1
207038,3300700,1
207045,3300700,1
208425,4400102,1
207023,3300700,1
207014,3300700,1
207012,3300700,1
207009,3300700,1
207007,3300700,1
207273,3300900,1
207063,3300700,1
208614,4400300,1
2145,2500501,1
2182,2500501,1
207254,3300900,1
14,2503302,1
2212,2500400,1
85,2503302,1
2211,2500400,1
33,2503302,1
2209,2500400,1
2207,2500400,1
2232,2500501,1
2231,2500501,1
2228,2500501,1
208426,4400104,1
207364,3300900,1
207261,3300900,1
207450,3300800,1
207259,3300900,1
207360,3300900,1
844,2502800,1
207289,3300600,1
207290,3300600,1
208429,4400102,1
207291,3300600,1
207202,3300800,1
207022,3300700,1
207277,3300600,1
2095,2500502,1
207275,3300600,1
207318,3300600,1
207281,3300600,1
207394,3300700,1
207283,3300600,1
207040,3300700,1
207391,3300700,1
207317,3300800,1
110,2503302,1
207392,3300700,1
207393,3300700,1
2098,2500502,1
207338,3300800,1
207339,3300800,1
549,2500508,1
207021,3300700,1
207015,3300700,1
207016,3300700,1
2140,2500501,1
2181,2500501,1
117,2503302,1
207020,3300700,1
207308,3300900,1
122,2503302,1
207024,3300700,1
207371,3300900,1
207250,3300900,1
127,2503302,1
128,2503302,1
207025,3300700,1
315,2503304,1
207069,3300700,1
207262,3300900,1
207064,3301000,1
207337,3300800,1
2213,2500400,1
207233,3300800,1
2214,2500400,1
207046,3300700,1
613,2500507,1
2215,2500400,1
207605,3300700,1
2206,2500400,1
2205,2500400,1
207018,3300700,1
3338,2500400,1
207306,3300900,1
611,2500507,1
207351,3300900,1
207249,3300900,1
2025,2500701,1
207280,3300600,1
207274,3300600,1
653,2500506,1
207276,3300600,1
2008,2500701,1
207282,3300600,1
548,2500508,1
207255,3300600,1
207256,3300700,1
652,2500506,1
207284,3300700,1
207602,3300700,1
207224,3300700,1
567,2500508,1
207601,3300700,1
207077,3301000,1
207201,3300900,1
207110,3301000,1
638,2500506,1
207205,3300900,1
207109,3301000,1
2080,2500701,1
2149,2500501,1
2006,2500701,1
207264,3300600,1
207265,3300600,1
637,2500506,1
207278,3300600,1
207279,3300600,1
1362,2501300,1
207302,3300600,1
626,2500506,1
207271,3300600,1
207228,3300800,1
568,2500508,1
207296,3300700,1
207237,3300800,1
52,2503302,1
207257,3300700,1
207220,3300700,1
925,2500505,1
207236,3300800,1
207604,3300700,1
207298,3300600,1
63,2503302,1
207603,3300700,1
207609,3300700,1
207300,3300600,1
207303,3300600,1
207607,3300700,1
207606,3300700,1
3344,2500400,1
207258,3300600,1
827,2502800,1
207246,3300600,1
207304,3300600,1
207297,3300600,1
207235,3300800,1
825,2502800,1
207243,3300600,1
207234,3300800,1
208310,4400104,1
207428,3300700,1
2074,2500701,1
2073,2500701,1
207076,3301000,1
207114,3301000,1
2063,2500701,1
207106,3301000,1
207112,3301000,1
207113,3301000,1
70,2503302,1
2061,2500701,1
2062,2500701,1
207111,3301000,1
76,2503302,1
207108,3301000,1
207104,3301000,1
208337,4400104,1
207087,3301000,1
2060,2500701,1
1235,2501000,1
2057,2500701,1
2027,2500701,1
66,2503302,1
207105,3301000,1
2031,2500701,1
1312,2500702,1
207086,3301000,1
2041,2500701,1
208342,4400102,1
2059,2500701,1
2056,2500701,1
2029,2500701,1
2028,2500701,1
207090,3301000,1
2051,2500701,1
207116,3301000,1
207117,3301000,1
16,2503302,1
2032,2500701,1
2030,2500701,1
2049,2500701,1
294,2503304,1
2034,2500701,1
207075,3301000,1
625,2500506,1
207095,3301000,1
2048,2500701,1
207915,4400300,1
207918,4400300,1
207101,3301000,1
2036,2500701,1
208608,4400300,1
207115,3301000,1
2040,2500701,1
2050,2500701,1
2033,2500701,1
2035,2500701,1
1977,2500702,1
207103,3301000,1
1996,2500702,1
2045,2500701,1
2039,2500701,1
1972,2500703,1
24,2503302,1
2053,2500701,1
2042,2500701,1
2037,2500701,1
2072,2500701,1
1976,2500702,1
1957,2500703,1
207083,3301000,1
30,2503302,1
207102,3301000,1
2046,2500701,1
207084,3301000,1
207074,3301000,1
4126,2504200,1
1993,2500702,1
1994,2500702,1
2009,2500701,1
2038,2500701,1
1973,2500703,1
1974,2500702,1
2016,2500701,1
208432,4400102,1
1975,2500702,1
1958,2500703,1
1968,2500703,1
1960,2500703,1
93,2503302,1
207093,3301000,1
207129,3301000,1
207091,3301000,1
1992,2500702,1
207081,3301000,1
1991,2500702,1
108,2503302,1
207082,3301000,1
207080,3301000,1
207085,3301000,1
207094,3301000,1
207125,3301000,1
207098,3301000,1
2020,2500701,1
208435,4400102,1
207099,3301000,1
1987,2500702,1
207050,3301000,1
1986,2500702,1
208153,4400103,1
207078,3301000,1
207079,3301000,1
208364,4400103,1
1969,2500703,1
1967,2500703,1
1962,2500703,1
2019,2500701,1
208436,4400102,1
207096,3301000,1
2018,2500701,1
207047,3301000,1
207049,3301000,1
207048,3301000,1
1985,2500702,1
207052,3301000,1
207130,3301000,1
2014,2500701,1
207128,3301000,1
207123,3301000,1
1983,2500703,1
2022,2500701,1
1981,2500703,1
1970,2500703,1
1963,2500703,1
207051,3301000,1
207053,3300300,1
207054,3301000,1
207068,3301000,1
208437,4400102,1
208444,4400102,1
207126,3301000,1
207124,3301000,1
1984,2500702,1
208438,4400102,1
207122,3301000,1
1980,2500703,1
1964,2500703,1
1948,2500703,1
207057,3301000,1
207157,3301000,1
207138,3301000,1
207139,3301000,1
207066,3301000,1
208441,4400102,1
207127,3301000,1
207140,3301000,1
208439,4400102,1
4728,2504800,1
207136,3301000,1
207135,3301000,1
1979,2500703,1
1965,2500703,1
109,2503302,1
2069,2500701,1
207056,3301000,1
207132,3301000,1
207137,3301000,1
2012,2500701,1
2015,2500701,1
2017,2500701,1
95,2503302,1
2024,2500701,1
2026,2500701,1
2021,2500701,1
104,2503302,1
2068,2500701,1
2066,2500701,1
103,2503302,1
111,2503302,1
2065,2500701,1
1316,2500702,1
2071,2500701,1
2067,2500701,1
2064,2500701,1
2010,2500701,1
2003,2500701,1
207142,3301000,1
2007,2500701,1
530,2500508,1
1337,2501300,1
2005,2500701,1
1336,2501300,1
2002,2500701,1
1997,2500701,1
1324,2501300,1
2001,2500701,1
1998,2500701,1
207239,3300800,1
1310,2500702,1
1308,2500702,1
1306,2500702,1
2000,2500701,1
1999,2500701,1
112,2503302,1
1311,2500702,1
1309,2500702,1
1302,2500702,1
1314,2500702,1
1264,2500702,1
1338,2501300,1
1263,2500702,1
1313,2500702,1
1315,2500702,1
1954,2500702,1
1953,2500702,1
207242,3300800,1
1978,2500702,1
118,2503302,1
1262,2500702,1
1342,2501300,1
207159,3301000,1
207062,3301000,1
1956,2500702,1
1951,2500702,1
207061,3301000,1
1947,2500703,1
1946,2500703,1
1959,2500703,1
1950,2500703,1
1949,2500703,1
207134,3301000,1
515,2500507,1
207058,3301000,1
207143,3301000,1
123,2503302,1
207059,3301000,1
207060,3301000,1
125,2503302,1
207055,3301000,1
207133,3301000,1
126,2503302,1
207073,3301000,1
207145,3301000,1
2078,2500701,1
3394,2500301,1
2077,2500701,1
1341,2501300,1
1320,2501300,1
2150,2500501,1
1251,2501000,1
1258,2500702,1
2152,2500501,1
2163,2500501,1
2153,2500501,1
2154,2500501,1
2166,2500501,1
1260,2500702,1
2159,2500501,1
2161,2500501,1
50,2503302,1
2164,2500501,1
207247,3300600,1
2081,2500502,1
2167,2500501,1
2146,2500501,1
2144,2500501,1
2141,2500501,1
58,2503302,1
2142,2500501,1
2135,2500501,1
2180,2500501,1
207245,3300600,1
1191,2500702,1
2218,2500400,1
2217,2500400,1
2233,2500400,1
519,2500507,1
3339,2500400,1
207252,3300900,1
207263,3300900,1
3342,2500400,1
207227,3300800,1
3293,2500400,1
207430,3300800,1
208066,4400103,1
207248,3300600,1
851,2502800,1
207429,3300800,1
2133,2500501,1
60,2503302,1
207426,3300700,1
2134,2500501,1
2185,2500501,1
2179,2500501,1
207448,3300800,1
2220,2500400,1
2216,2500400,1
3340,2500301,1
207441,3300800,1
846,2502800,1
3341,2500400,1
845,2502800,1
3348,2500301,1
207435,3300800,1
3276,2500400,1
3345,2500301,1
207244,3300600,1
842,2502800,1
46,2503302,1
207501,3300500,1
207446,3300800,1
136,2503303,1
207434,3300800,1
207223,3300700,1
2136,2500501,1
2184,2500501,1
208362,4400103,1
2183,2500501,1
207438,3300800,1
207222,3300700,1
1227,2501000,1
2194,2501400,1
1364,2500503,1
2221,2500400,1
2219,2500400,1
1226,2501000,1
3350,2500301,1
37,2503302,1
3279,2500301,1
3277,2500400,1
207503,3300500,1
207439,3300800,1
297,2503305,1
2139,2500501,1
2188,2500501,1
2195,2501400,1
2225,2501400,1
2236,2500400,1
2235,2500400,1
2234,2500400,1
3351,2500301,1
3294,2500400,1
723,2500506,1
3319,2500400,1
253,2503301,1
207502,3300500,1
207437,3300800,1
2186,2500501,1
2189,2500501,1
3302,2500400,1
207440,3300800,1
207436,3300800,1
207238,3300800,1
207431,3300800,1
2196,2501400,1
3366,2500301,1
3300,2500400,1
2238,2500400,1
3274,2500301,1
3275,2500301,1
3317,2500400,1
3320,2500301,1
3337,2500400,1
207207,3300800,1
207213,3300800,1
3305,2500400,1
3307,2500400,1
1418,2500503,1
207432,3300800,1
1446,2501400,1
2193,2501400,1
2223,2500400,1
2239,2500400,1
2237,2500400,1
3355,2500301,1
3349,2500301,1
881,2502800,1
3347,2500301,1
2246,2500303,1
3316,2500301,1
3356,2500301,1
3321,2500301,1
3303,2500400,1
3334,2500400,1
859,2500505,1
5825,2500200,1
207212,3300800,1
207230,3300700,1
1447,2501400,1
2191,2501400,1
970,2500503,1
2224,2500400,1
2222,2500400,1
3271,2500400,1
3363,2500301,1
956,2500503,1
3314,2500301,1
3322,2500301,1
957,2500503,1
3323,2500301,1
3304,2500400,1
3333,2500400,1
5313,2501901,1
3301,2500400,1
707,2500506,1
5829,2500200,1
207347,3300800,1
207221,3300700,1
5816,2500200,1
207427,3300700,1
207442,3300800,1
2190,2501400,1
2197,2501400,1
2227,2501400,1
3296,2500400,1
3049,2500303,1
701,2500506,1
3297,2500400,1
3287,2500400,1
3364,2500301,1
3278,2500400,1
3292,2500400,1
3298,2500400,1
3290,2500400,1
207444,3300800,1
224,2503301,1
207400,3300800,1
207401,3300800,1
207402,3300800,1
207240,3300800,1
694,2500506,1
2075,2500701,1
207071,3301000,1
207072,3301000,1
207070,3301000,1
207149,3301000,1
2155,2500501,1
207161,3301000,1
207162,3301000,1
207165,3301000,1
2151,2500501,1
1363,2501300,1
208229,4400102,1
1356,2501300,1
1353,2501300,1
849,2502800,1
1357,2501300,1
1352,2501300,1
1360,2501300,1
1358,2501300,1
1340,2501300,1
847,2502800,1
1359,2501300,1
1334,2501300,1
1339,2501300,1
1328,2501300,1
208261,4400102,1
1332,2501300,1
1333,2501300,1
1331,2501300,1
571,2500508,1
1326,2501300,1
1365,2500503,1
1335,2501300,1
1323,2501300,1
1321,2501300,1
208092,4400103,1
1319,2501300,1
1317,2501300,1
1318,2501300,1
1354,2501300,1
1281,2501000,1
1325,2501300,1
1346,2501300,1
693,2500506,1
1322,2501300,1
1299,2500702,1
692,2500506,1
1278,2501000,1
1285,2501300,1
1303,2500702,1
1300,2500702,1
869,2502800,1
1256,2500702,1
1301,2500702,1
1261,2500702,1
1254,2500702,1
1255,2500702,1
866,2502800,1
1347,2501300,1
1349,2501300,1
1345,2501300,1
1241,2501000,1
1401,2501300,1
1185,2500703,1
1348,2501300,1
1242,2501000,1
1238,2501000,1
1343,2501300,1
1351,2501300,1
1350,2501300,1
669,2500506,1
1344,2501300,1
667,2500506,1
1293,2501300,1
1296,2501300,1
1327,2501300,1
1298,2501300,1
5510,2501902,1
1402,2501300,1
1259,2500702,1
1945,2500703,1
818,2502800,1
1196,2500702,1
1190,2500702,1
843,2502800,1
1400,2501300,1
1942,2500703,1
1172,2500703,1
1944,2500703,1
1941,2500703,1
542,2500508,1
1195,2500702,1
1193,2500702,1
1189,2500702,1
1188,2500703,1
1171,2500703,1
1233,2501000,1
1389,2501300,1
1292,2501300,1
546,2500508,1
1291,2501300,1
865,2502800,1
1290,2501300,1
860,2500505,1
1289,2501300,1
1187,2500703,1
867,2502800,1
1288,2501300,1
1294,2501300,1
1943,2500703,1
1939,2500703,1
1940,2500703,1
1194,2500702,1
1180,2500703,1
229,2503301,1
1192,2500702,1
1918,2500703,1
1184,2500703,1
1170,2500703,1
1169,2500703,1
1168,2500703,1
872,2502800,1
1388,2501300,1
1386,2500503,1
1381,2500503,1
1380,2500503,1
1382,2500503,1
1368,2500503,1
1385,2500503,1
1374,2500503,1
1384,2500503,1
1373,2500503,1
1376,2500503,1
1379,2500503,1
1369,2500503,1
1378,2500503,1
1372,2500503,1
1383,2500503,1
1377,2500503,1
1371,2500503,1
887,2502800,1
947,2500503,1
1287,2501300,1
870,2502800,1
871,2502800,1
873,2502800,1
864,2502800,1
1375,2500503,1
1366,2500503,1
885,2502800,1
886,2502800,1
221,2503301,1
888,2502800,1
946,2500503,1
884,2502800,1
1286,2501300,1
874,2502800,1
1367,2500503,1
877,2502800,1
547,2500508,1
1295,2501300,1
1284,2501000,1
1276,2501000,1
863,2502800,1
543,2500508,1
1269,2501000,1
831,2502800,1
1268,2501000,1
1267,2501000,1
862,2502800,1
875,2502800,1
876,2502800,1
879,2502800,1
878,2502800,1
880,2502800,1
882,2502800,1
857,2500505,1
1266,2501000,1
858,2500505,1
1282,2501000,1
1283,2501000,1
1270,2501000,1
1275,2501000,1
1273,2501000,1
1265,2501000,1
852,2502800,1
861,2502800,1
234,2503301,1
883,2502800,1
856,2500505,1
855,2500505,1
236,2503301,1
854,2500505,1
853,2500505,1
1272,2501000,1
840,2502800,1
1279,2501000,1
250,2503301,1
1280,2501000,1
1274,2501000,1
574,2500508,1
1277,2501000,1
1202,2501000,1
835,2502800,1
1204,2501000,1
839,2502800,1
570,2500508,1
569,2500508,1
572,2500508,1
1252,2500702,1
561,2500508,1
252,2503301,1
1230,2501000,1
830,2502800,1
1229,2501000,1
1203,2501000,1
1200,2501000,1
826,2502800,1
251,2503301,1
834,2502800,1
848,2502800,1
564,2500508,1
565,2500508,1
260,2503301,1
833,2502800,1
836,2502800,1
566,2500508,1
552,2500508,1
1253,2500702,1
1243,2501000,1
1246,2501000,1
1228,2501000,1
1201,2501000,1
1199,2501000,1
1224,2501000,1
259,2503301,1
1198,2501000,1
829,2502800,1
280,2503301,1
814,2502800,1
832,2502800,1
828,2502800,1
1248,2501000,1
1247,2501000,1
806,2502800,1
1225,2501000,1
1206,2501000,1
807,2502800,1
813,2502800,1
823,2502800,1
824,2502800,1
538,2500508,1
819,2502800,1
815,2502800,1
816,2502800,1
536,2500508,1
539,2500508,1
528,2500508,1
559,2500508,1
560,2500508,1
563,2500508,1
1922,2500703,1
1919,2500703,1
784,2500704,1
1182,2500703,1
1181,2500703,1
527,2500508,1
503,2500507,1
1173,2500703,1
1250,2501000,1
1244,2501000,1
1236,2501000,1
1222,2501000,1
1387,2501300,1
1223,2501000,1
794,2500704,1
785,2500704,1
805,2502800,1
812,2502800,1
803,2502800,1
810,2502800,1
286,2503304,1
820,2502800,1
817,2502800,1
535,2500508,1
537,2500508,1
1245,2501000,1
1240,2501000,1
522,2500508,1
1234,2501000,1
1220,2501000,1
1221,2501000,1
292,2503304,1
795,2500704,1
790,2500704,1
787,2500704,1
786,2500704,1
804,2502800,1
799,2502800,1
811,2502800,1
291,2503301,1
809,2502800,1
808,2502800,1
822,2502800,1
534,2500508,1
524,2500508,1
502,2500507,1
1419,2500503,1
1422,2500503,1
960,2500503,1
801,2502800,1
501,2503306,1
520,2500508,1
465,2503306,1
1392,2501300,1
802,2502800,1
800,2502800,1
798,2502800,1
797,2502800,1
796,2502800,1
500,2503306,1
529,2500508,1
660,2500506,1
462,2503306,1
1394,2501300,1
645,2500506,1
1423,2500503,1
1424,2500503,1
248,2503301,1
1445,2501400,1
1440,2501400,1
1425,2500503,1
1443,2501400,1
208361,4400103,1
1444,2501400,1
1426,2500503,1
208333,4400102,1
1442,2501400,1
1450,2501400,1
208341,4400102,1
1448,2501400,1
1439,2501400,1
208370,4400103,1
208149,4400103,1
1459,2501400,1
1449,2501400,1
208371,4400103,1
1438,2501400,1
1460,2501400,1
2199,2501400,1
1458,2501400,1
1455,2501400,1
1456,2501400,1
1542,2501400,1
1462,2501400,1
1457,2501400,1
2202,2501400,1
1454,2501400,1
208346,4400102,1
2200,2501400,1
2198,2501400,1
1467,2501400,1
208727,4400201,1
1543,2501400,1
1544,2501400,1
1514,2500504,1
1461,2501400,1
1464,2501400,1
2249,2501400,1
2204,2501400,1
2201,2501400,1
1546,2501400,1
1545,2501400,1
208114,4400103,1
2254,2501400,1
2203,2501400,1
2252,2501400,1
1548,2501400,1
2257,2501400,1
208064,4400102,1
2253,2501400,1
2226,2501400,1
2248,2501400,1
208343,4400102,1
208388,4400102,1
249,2503301,1
1547,2501400,1
3084,2500303,1
2256,2501400,1
2250,2501400,1
2247,2500303,1
2244,2500303,1
258,2503301,1
2243,2500303,1
2240,2500400,1
2284,2500504,1
2972,2500300,1
2276,2500504,1
208389,4400102,1
2255,2501400,1
2260,2500504,1
2258,2500504,1
2303,2500303,1
2304,2500303,1
2242,2500303,1
2278,2500504,1
208335,4400102,1
256,2503301,1
2251,2501400,1
3268,2500303,1
208101,4400104,1
2259,2500504,1
208115,4400103,1
3058,2500302,1
2245,2500303,1
2241,2500303,1
2277,2500504,1
208117,4400103,1
2263,2500504,1
3051,2500303,1
2273,2500504,1
3050,2500303,1
3062,2500303,1
208122,4400103,1
208123,4400103,1
3071,2500302,1
3072,2500302,1
2262,2500504,1
2810,2500302,1
3382,2500301,1
3381,2500301,1
3391,2500301,1
2762,2500400,1
208234,4400103,1
2760,2500400,1
208250,4400103,1
3083,2500303,1
2261,2500504,1
3052,2500303,1
3060,2500303,1
3065,2500303,1
3114,2500300,1
257,2503301,1
3057,2500302,1
2811,2500302,1
281,2503301,1
2763,2500302,1
2274,2500504,1
2761,2500302,1
3379,2500301,1
3254,2500303,1
282,2503301,1
3081,2500303,1
288,2503301,1
3066,2500303,1
2814,2500302,1
2813,2500302,1
2812,2500302,1
3378,2500301,1
289,2503301,1
2768,2500302,1
3384,2500301,1
3383,2500301,1
208135,4400103,1
2942,2500302,1
2878,2500302,1
2803,2500302,1
2275,2500504,1
2997,2500303,1
3253,2500303,1
3255,2500303,1
3222,2500300,1
208226,4400103,1
3256,2500303,1
3061,2500303,1
2941,2500302,1
2940,2500302,1
208230,4400103,1
2805,2500302,1
2943,2500302,1
2842,2500302,1
2841,2500302,1
3056,2500302,1
2802,2500302,1
3295,2500301,1
3388,2500301,1
3389,2500301,1
208239,4400103,1
208238,4400103,1
3280,2500301,1
208237,4400103,1
3387,2500301,1
2264,2500504,1
208225,4400103,1
2996,2500303,1
3257,2500303,1
3241,2500303,1
3252,2500303,1
3063,2500303,1
3064,2500300,1
2769,2500302,1
